Alert ID,Ticker,Name,Description,Time,Webhook status
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""sell"",""price"":29386.75,""stopPrice"":29466.75,""takeProfit"":29236.75,""signalId"":""E1_ENTRY""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29386.75,""signalId"":""SESSION_END_EXIT""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29386.75,""signalId"":""TIME_STOP_EXIT""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29386.75,""signalId"":""OPPOSITE_LEVEL_EXIT""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""buy"",""price"":29386.75,""stopPrice"":29306.75,""takeProfit"":29536.75,""signalId"":""E0_ENTRY""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""sell"",""price"":7431.25,""stopPrice"":7511.25,""takeProfit"":7281.25,""signalId"":""E1_ENTRY""}",2026-05-11T19:40:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7431.25,""signalId"":""SESSION_END_EXIT""}",2026-05-11T19:40:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7431.25,""signalId"":""DEEP_EXIT""}",2026-05-11T19:40:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7431.25,""signalId"":""TIME_STOP_EXIT""}",2026-05-11T19:40:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""buy"",""price"":7431.25,""stopPrice"":7351.25,""takeProfit"":7581.25,""signalId"":""E0_ENTRY""}",2026-05-11T19:40:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7431.25,""signalId"":""OPPOSITE_LEVEL_EXIT""}",2026-05-11T19:40:00Z,Webhook delivery failed — 400 Bad Request
